"sample","family","genus","species","number","length","stage","activity","periodtime","range","scientific"
"POC11011","Synodontidae","Saurida","undosquamis",1,256.52538,"AD","Passing",4.916,2388.44792,"Synodontidae Saurida undosquamis"
"POC11011","Carangidae","Carangoides","sp10",1,47.11697,"AD","Passing",6.246,1094.34754,"Carangidae Carangoides sp10"
"POC11011","Nemipteridae","Nemipterus","spp",1,74.2839,"AD","Passing",12.69867,1124.26491,"Nemipteridae Nemipterus spp"
"POC11011","Tetraodontidae","Lagocephalus","lunaris",1,125.84679,"AD","Passing",17.03667,1334.89002,"Tetraodontidae Lagocephalus lunaris"
"POC11011","Carcharhinidae","Loxodon","macrorhinus",1,445.37117,"AD","Passing",23.362,1636.39535,"Carcharhinidae Loxodon macrorhinus"
"POC11011","Carangidae","Carangoides","chrysophrys",1,225.8898,"AD","Passing",49.80133,1806.28533,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,198.34785,"AD","Passing",49.80133,1635.70953,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,235.43254,"AD","Passing",49.80467,1417.95598,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,208.8197,"AD","Passing",49.81733,1696.91647,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,235.24709,"AD","Passing",49.81733,1870.83451,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,190.83656,"AD","Passing",49.84533,1714.15014,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,255.42386,"AD","Passing",49.84533,2157.59157,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,294.13421,"AD","Passing",49.86,2267.19003,"Carangidae Carangoides chrysophrys"
"POC11011","Carangidae","Carangoides","chrysophrys",1,253.72794,"AD","Passing",49.87067,1189.19532,"Carangidae Carangoides chrysophrys"
"POC24006","Synodontidae","Saurida","undosquamis",1,341.61371,"AD","Passing",3.444,950.58488,"Synodontidae Saurida undosquamis"
"POC24006","Carangidae","Carangoides","chrysophrys",1,176.70993,"AD","Passing",37.48467,1955.55439,"Carangidae Carangoides chrysophrys"
"POC24006","Carangidae","Carangoides","chrysophrys",1,188.41374,"AD","Passing",37.48467,2471.90688,"Carangidae Carangoides chrysophrys"
"POC24006","Carangidae","Carangoides","chrysophrys",1,174.86217,"AD","Passing",37.48467,2047.85451,"Carangidae Carangoides chrysophrys"
"POC24006","Tetraodontidae","Lagocephalus","lunaris",1,372.59289,"AD","Passing",40.33067,1992.66814,"Tetraodontidae Lagocephalus lunaris"
"POC24006","Carangidae","Caranx","ignobilis",1,560.09945,"AD","Passing",49.41133,2838.97167,"Carangidae Caranx ignobilis"
"POC11003","Lutjanidae","Pristipomoides","multidens",1,277.63893,"AD","Passing",2.85933,2507.97738,"Lutjanidae Pristipomoides multidens"
"POC11003","Serranidae","Epinephelus","areolatus",1,303.93531,"AD","Passing",18.52933,1301.06192,"Serranidae Epinephelus areolatus"
"POC11003","Serranidae","Epinephelus","areolatus",1,229.46814,"AD","Passing",18.52933,1265.38222,"Serranidae Epinephelus areolatus"
"POC11003","Carangidae","Carangoides","chrysophrys",1,244.15585,"AD","Passing",19.918,3597.27279,"Carangidae Carangoides chrysophrys"
"POC11003","Carangidae","Carangoides","chrysophrys",1,261.87245,"AD","Passing",19.918,2575.84961,"Carangidae Carangoides chrysophrys"
"POC11003","Carangidae","Carangoides","chrysophrys",1,226.6839,"AD","Passing",19.92867,2919.39667,"Carangidae Carangoides chrysophrys"
"POC11003","Lutjanidae","Lutjanus","sebae",1,425.43031,"AD","Passing",21.482,1260.42893,"Lutjanidae Lutjanus sebae"
"POC11003","Lutjanidae","Lutjanus","sebae",1,427.78464,"AD","Passing",21.482,1349.01204,"Lutjanidae Lutjanus sebae"
"POC11003","Lutjanidae","Lutjanus","sebae",1,422.69956,"AD","Passing",21.56067,1359.01353,"Lutjanidae Lutjanus sebae"
"POC11003","Lutjanidae","Lutjanus","sebae",1,348.38756,"AD","Passing",21.706,1352.83465,"Lutjanidae Lutjanus sebae"
"POC11003","Lutjanidae","Lutjanus","sebae",1,375.16996,"AD","Passing",21.716,1129.87594,"Lutjanidae Lutjanus sebae"
"POC11003","Lutjanidae","Lutjanus","sebae",1,417.10719,"AD","Passing",25.40267,1130.59033,"Lutjanidae Lutjanus sebae"
"POC11003","Lethrinidae","Gymnocranius","grandoculis",1,327.53856,"AD","Passing",26.70267,1919.87801,"Lethrinidae Gymnocranius grandoculis"
"POC11003","Lethrinidae","Lethrinus","lentjan",1,327.62023,"AD","Passing",37.84533,1378.17834,"Lethrinidae Lethrinus lentjan"
"POC11003","Sparidae","Argyrops","spinifer",1,228.99807,"AD","Passing",48.03,1850.17012,"Sparidae Argyrops spinifer"
"POC11003","Sparidae","Argyrops","spinifer",1,286.09849,"AD","Passing",48.11533,1674.01215,"Sparidae Argyrops spinifer"
"POC12003","Carcharhinidae","Carcharhinus","albimarginatus",1,1733.35266,"AD","Passing",0.02933,3053.82141,"Carcharhinidae Carcharhinus albimarginatus"
"POC12003","Nemipteridae","Nemipterus","spp",1,199.34728,"AD","Passing",3.936,1898.97093,"Nemipteridae Nemipterus spp"
"POC12003","Sphyraenidae","Sphyraena","qenie",1,277.41028,"AD","Passing",4.45467,4589.31755,"Sphyraenidae Sphyraena qenie"
"POC12003","Balistidae","Abalistes","stellatus",1,257.72782,"AD","Passing",7.71067,2983.27112,"Balistidae Abalistes stellatus"
"POC12003","Serranidae","Epinephelus","areolatus",1,282.64413,"AD","Passing",15.60867,1695.04561,"Serranidae Epinephelus areolatus"
"POC12003","Serranidae","Epinephelus","areolatus",1,301.95416,"AD","Passing",15.60867,1497.6975,"Serranidae Epinephelus areolatus"
"POC12003","Serranidae","Epinephelus","areolatus",1,251.43618,"AD","Passing",15.60867,1315.89725,"Serranidae Epinephelus areolatus"
"POC12003","Serranidae","Epinephelus","areolatus",1,221.73087,"AD","Passing",15.87333,1039.58722,"Serranidae Epinephelus areolatus"
"POC12003","Ariidae","Netuma","thalassina",1,462.94388,"AD","Passing",17.552,1500.72955,"Ariidae Netuma thalassina"
"POC12003","Ariidae","Netuma","thalassina",1,416.75806,"AD","Passing",17.55667,1422.01806,"Ariidae Netuma thalassina"
"POC12003","Serranidae","Epinephelus","areolatus",1,305.19249,"AD","Passing",17.792,1565.44772,"Serranidae Epinephelus areolatus"
"POC12003","Serranidae","Epinephelus","amblycephalus",1,560.16965,"AD","Passing",19.70933,2600.36081,"Serranidae Epinephelus amblycephalus"
"POC12003","Sparidae","Argyrops","spinifer",1,250.28285,"AD","Passing",23.52667,2066.22328,"Sparidae Argyrops spinifer"
"POC12003","Sparidae","Argyrops","spinifer",1,242.08964,"AD","Passing",23.52667,2809.4352,"Sparidae Argyrops spinifer"
"POC12003","Lutjanidae","Pristipomoides","multidens",1,379.04234,"AD","Passing",26.284,1570.66761,"Lutjanidae Pristipomoides multidens"
"POC12003","Lutjanidae","Pristipomoides","multidens",1,549.95552,"AD","Passing",26.284,3390.83854,"Lutjanidae Pristipomoides multidens"
"POC12003","Lutjanidae","Lutjanus","sebae",1,363.0708,"AD","Passing",35.028,1458.07841,"Lutjanidae Lutjanus sebae"
"POC12003","Lutjanidae","Lutjanus","sebae",1,448.58816,"AD","Passing",35.14133,2233.60327,"Lutjanidae Lutjanus sebae"
"POC12003","Lutjanidae","Lutjanus","sebae",1,417.44684,"AD","Passing",35.15067,1481.2525,"Lutjanidae Lutjanus sebae"
"POC12003","Lutjanidae","Lutjanus","sebae",1,358.21713,"AD","Passing",35.18533,1364.99856,"Lutjanidae Lutjanus sebae"
"POC12003","Lutjanidae","Lutjanus","sebae",1,387.94968,"AD","Passing",35.26133,1453.33339,"Lutjanidae Lutjanus sebae"
"POC12003","Lutjanidae","Lutjanus","sebae",1,490.98912,"AD","Passing",35.43467,2189.0062,"Lutjanidae Lutjanus sebae"
"POC12003","Carangidae","Carangoides","chrysophrys",1,370.31038,"AD","Passing",39.52533,1888.57095,"Carangidae Carangoides chrysophrys"
"POC12003","Carangidae","Carangoides","chrysophrys",1,397.11524,"AD","Passing",39.57933,2691.33501,"Carangidae Carangoides chrysophrys"
"POC12003","Carangidae","Carangoides","chrysophrys",1,364.50519,"AD","Passing",39.58067,3309.46823,"Carangidae Carangoides chrysophrys"
"POC12003","Carangidae","Carangoides","chrysophrys",1,416.83517,"AD","Passing",39.606,2531.31872,"Carangidae Carangoides chrysophrys"
"POC12003","Carangidae","Carangoides","chrysophrys",1,263.08419,"AD","Passing",39.60733,1224.46442,"Carangidae Carangoides chrysophrys"
"POC12003","Carcharhinidae","Carcharhinus","sorrah",1,1254.64896,"AD","Passing",50.09733,3947.47052,"Carcharhinidae Carcharhinus sorrah"
"POC12003","Carangidae","Caranx","tille",1,478.16062,"AD","Passing",50.10933,4210.45082,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,421.49852,"AD","Passing",50.12267,4109.69536,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,488.97508,"AD","Passing",50.12467,2796.4289,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,472.95296,"AD","Passing",50.12533,4032.19521,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,452.01137,"AD","Passing",50.13467,2498.5896,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,598.1225,"AD","Passing",50.144,3654.82779,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,456.9561,"AD","Passing",50.15133,3022.11494,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,478.2119,"AD","Passing",50.15267,3659.36945,"Carangidae Caranx tille"
"POC12003","Carangidae","Caranx","tille",1,455.75212,"AD","Passing",50.156,3452.58541,"Carangidae Caranx tille"
"POC12003","Lethrinidae","Gymnocranius","grandoculis",1,372.55322,"AD","Passing",59.01,3619.12349,"Lethrinidae Gymnocranius grandoculis"
"POC12003","Labridae","Bodianus","solatus",1,317.49637,"AD","Passing",59.37067,2666.47289,"Labridae Bodianus solatus"
"POC12003","Labridae","Bodianus","solatus",1,336.15485,"AD","Passing",59.41267,3461.84858,"Labridae Bodianus solatus"
"POC13008","Carcharhinidae","Loxodon","macrorhinus",1,397.14251,"AD","Passing",17.32267,1198.05754,"Carcharhinidae Loxodon macrorhinus"
"POC13008","Tetraodontidae","Lagocephalus","lunaris",1,417.36996,"AD","Passing",20.824,2726.45629,"Tetraodontidae Lagocephalus lunaris"
"POC13008","Tetraodontidae","Lagocephalus","lunaris",1,360.98817,"AD","Passing",20.86333,1986.89876,"Tetraodontidae Lagocephalus lunaris"
"POC13008","Carangidae","Carangoides","chrysophrys",1,217.96978,"AD","Passing",22.34933,2311.25817,"Carangidae Carangoides chrysophrys"
"POC13008","Carangidae","Carangoides","chrysophrys",2,260.37619,"AD","Passing",22.36133,1982.84922,"Carangidae Carangoides chrysophrys"
"POC13008","Carcharhinidae","Carcharhinus","sorrah",1,1054.1527,"AD","Passing",30.062,2112.15262,"Carcharhinidae Carcharhinus sorrah"
"POC11012","Carangidae","Decapterus","spp",1,223.2277,"AD","Passing",16.04933,2238.37945,"Carangidae Decapterus spp"
"POC11012","Carangidae","Decapterus","spp",1,202.35494,"AD","Passing",16.04933,2305.6156,"Carangidae Decapterus spp"
"POC11012","Terapontidae","Terapon","jarbua",1,287.67984,"AD","Passing",20.114,1572.04599,"Terapontidae Terapon jarbua"
"POC11012","Carangidae","Caranx","ignobilis",1,435.25798,"AD","Passing",37.656,1953.72642,"Carangidae Caranx ignobilis"
"POC11012","Tetraodontidae","Lagocephalus","lunaris",1,291.16794,"AD","Passing",38.90133,1892.34405,"Tetraodontidae Lagocephalus lunaris"
"POC11012","Ariidae","Netuma","thalassina",1,408.85974,"AD","Passing",46.11333,1719.80116,"Ariidae Netuma thalassina"
"POC11012","Carangidae","Carangoides","chrysophrys",1,188.4125,"AD","Passing",49.62067,1540.12248,"Carangidae Carangoides chrysophrys"
"POC11012","Carangidae","Carangoides","chrysophrys",1,249.98538,"AD","Passing",49.62533,1753.95489,"Carangidae Carangoides chrysophrys"
"POC11012","Carangidae","Carangoides","chrysophrys",1,232.33077,"AD","Passing",49.632,1532.60378,"Carangidae Carangoides chrysophrys"
"POC11012","Carcharhinidae","Carcharhinus","coatesi",1,626.00193,"AD","Passing",50.60533,2394.42128,"Carcharhinidae Carcharhinus coatesi"
"POC11015","Tetraodontidae","Lagocephalus","lunaris",1,355.4572,"AD","Passing",29.85333,1291.77335,"Tetraodontidae Lagocephalus lunaris"
"POC11015","Carangidae","Carangoides","chrysophrys",1,213.61851,"AD","Passing",32.33,1663.47145,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,266.13528,"AD","Passing",32.34733,1772.35939,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,224.93163,"AD","Passing",32.34733,2052.68593,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,192.66498,"AD","Passing",32.36067,1664.76603,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,234.23223,"AD","Passing",32.37933,1750.10392,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,237.56763,"AD","Passing",32.38933,1660.18516,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,179.39383,"AD","Passing",32.38933,2007.6614,"Carangidae Carangoides chrysophrys"
"POC11015","Carangidae","Carangoides","chrysophrys",1,225.4754,"AD","Passing",32.38933,1844.69049,"Carangidae Carangoides chrysophrys"
"POC11015","Terapontidae","Terapon","jarbua",1,212.24383,"AD","Passing",42.43533,1733.56457,"Terapontidae Terapon jarbua"
"POC11015","Carangidae","Caranx","tille",1,225.85213,"AD","Passing",45.28333,1302.03079,"Carangidae Caranx tille"
"POC12010","Carangidae","Carangoides","sp10",1,51.52242,"AD","Passing",10.936,1850.1411,"Carangidae Carangoides sp10"
"POC12010","Nemipteridae","Nemipterus","spp",1,63.70405,"AD","Passing",11.39267,2321.2678,"Nemipteridae Nemipterus spp"
"POC12010","Carangidae","Caranx","ignobilis",1,497.20075,"AD","Passing",12.376,2627.48323,"Carangidae Caranx ignobilis"
"POC12010","Tetraodontidae","Lagocephalus","lunaris",1,432.96648,"AD","Passing",16.59733,3203.56324,"Tetraodontidae Lagocephalus lunaris"
"POC12010","Tetraodontidae","Lagocephalus","lunaris",1,325.43455,"AD","Passing",16.60067,2920.94718,"Tetraodontidae Lagocephalus lunaris"
"POC12010","Carangidae","Carangoides","caeruleopinnatus",1,165.75128,"AD","Passing",21.32867,3133.35006,"Carangidae Carangoides caeruleopinnatus"
"POC12010","Terapontidae","Terapon","jarbua",1,263.45188,"AD","Passing",24.32067,1554.41638,"Terapontidae Terapon jarbua"
"POC12010","Carangidae","Carangoides","chrysophrys",1,460.78097,"AD","Passing",27.07933,2004.64009,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,302.52297,"AD","Passing",27.07933,2548.7257,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,249.73354,"AD","Passing",27.08933,2808.6023,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,150.84849,"AD","Passing",27.08933,1781.50667,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,272.16312,"AD","Passing",27.116,2709.75295,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,284.39869,"AD","Passing",27.13467,3671.83442,"Carangidae Carangoides chrysophrys"
"POC12010","Carangidae","Carangoides","chrysophrys",1,239.81713,"AD","Passing",27.148,3691.58961,"Carangidae Carangoides chrysophrys"
"POC12010","Ariidae","Netuma","thalassina",1,459.83149,"AD","Feeding",38.826,1240.03798,"Ariidae Netuma thalassina"
"POC12010","Ariidae","Netuma","thalassina",1,518.9462,"AD","Passing",38.84733,1313.32362,"Ariidae Netuma thalassina"
"POC12010","Lutjanidae","Pristipomoides","multidens",1,617.1781,"AD","Passing",49.70667,2939.70616,"Lutjanidae Pristipomoides multidens"
"POC12010","Synodontidae","Saurida","undosquamis",1,335.99667,"AD","Passing",55.39933,3217.40553,"Synodontidae Saurida undosquamis"
"POC26003","Carangidae","Caranx","ignobilis",1,642.55396,"AD","Passing",7.14933,2005.52899,"Carangidae Caranx ignobilis"
"POC26003","Nemipteridae","Nemipterus","spp",1,183.62745,"AD","Passing",15.26333,1524.80737,"Nemipteridae Nemipterus spp"
"POC26003","Nemipteridae","Nemipterus","spp",1,186.5352,"AD","Passing",15.288,1310.43724,"Nemipteridae Nemipterus spp"
"POC26003","Nemipteridae","Nemipterus","spp",1,210.70756,"AD","Passing",15.302,1326.89576,"Nemipteridae Nemipterus spp"
"POC26003","Ariidae","Netuma","thalassina",1,317.68592,"AD","Feeding",19.79533,1613.87417,"Ariidae Netuma thalassina"
"POC26003","Carcharhinidae","Carcharhinus","sorrah",1,707.01181,"AD","Feeding",39.386,1722.25839,"Carcharhinidae Carcharhinus sorrah"
"POC26003","Carangidae","Decapterus","spp",1,233.9579,"AD","Passing",44.05333,1846.93324,"Carangidae Decapterus spp"
"POC26001","Synodontidae","Saurida","undosquamis",1,352.74426,"AD","Passing",3.03733,1222.64304,"Synodontidae Saurida undosquamis"
"POC26001","Ariidae","Netuma","thalassina",1,411.08795,"AD","Attracted",4.23933,1742.93846,"Ariidae Netuma thalassina"
"POC26001","Ariidae","Netuma","thalassina",1,365.32382,"AD","Feeding",5.01867,1534.91403,"Ariidae Netuma thalassina"
"POC26001","Nemipteridae","Nemipterus","spp",1,188.15288,"AD","Passing",11.482,1726.04252,"Nemipteridae Nemipterus spp"
"POC26001","Nemipteridae","Nemipterus","spp",1,153.55657,"AD","Passing",11.48533,1525.35491,"Nemipteridae Nemipterus spp"
"POC26001","Nemipteridae","Nemipterus","spp",1,144.33909,"AD","Passing",11.50067,1360.55903,"Nemipteridae Nemipterus spp"
"POC26001","Tetraodontidae","Lagocephalus","lunaris",1,350.34845,"AD","Passing",34.36867,1594.56445,"Tetraodontidae Lagocephalus lunaris"
"POC26001","Carangidae","Decapterus","spp",1,171.66396,"AD","Passing",49.93067,1144.54182,"Carangidae Decapterus spp"
"POC26001","Carangidae","Decapterus","spp",1,220.81889,"AD","Passing",49.93067,1946.1579,"Carangidae Decapterus spp"
"POC26001","Carangidae","Decapterus","spp",1,194.6684,"AD","Passing",49.93667,1810.20537,"Carangidae Decapterus spp"
"POC26001","Carangidae","Decapterus","spp",1,179.34507,"AD","Passing",49.94733,1895.87629,"Carangidae Decapterus spp"
"POC26001","Carcharhinidae","Carcharhinus","sorrah",1,988.55278,"AD","Passing",49.98467,1637.59609,"Carcharhinidae Carcharhinus sorrah"
"POC25001","Tetraodontidae","Lagocephalus","lunaris",1,226.37203,"AD","Passing",14.252,1542.88268,"Tetraodontidae Lagocephalus lunaris"
"POC25001","Tetraodontidae","Lagocephalus","lunaris",1,330.36919,"AD","Passing",30.782,1813.71999,"Tetraodontidae Lagocephalus lunaris"
"POC25001","Carangidae","Carangoides","caeruleopinnatus",1,203.42672,"AD","Passing",57.59933,1808.8746,"Carangidae Carangoides caeruleopinnatus"
"POC24007","Nemipteridae","Nemipterus","spp",1,70.32698,"AD","Passing",0.01533,1250.10344,"Nemipteridae Nemipterus spp"
"POC24007","Synodontidae","Saurida","undosquamis",1,349.48581,"AD","Passing",39.894,1077.37077,"Synodontidae Saurida undosquamis"
"POC24007","Tetraodontidae","Lagocephalus","lunaris",1,323.69256,"AD","Passing",42.44733,1578.36609,"Tetraodontidae Lagocephalus lunaris"
"POC24007","Tetraodontidae","Lagocephalus","lunaris",1,330.17038,"AD","Passing",42.46933,1057.73927,"Tetraodontidae Lagocephalus lunaris"
"POC24007","Carangidae","Caranx","ignobilis",1,612.36781,"AD","Passing",45.368,2445.69752,"Carangidae Caranx ignobilis"
"POC24007","Carangidae","Carangoides","chrysophrys",1,409.7878,"AD","Passing",54.15067,1992.9575,"Carangidae Carangoides chrysophrys"
"POC12006","Nemipteridae","Nemipterus","spp",1,61.22134,"AD","Passing",3.87933,2242.36466,"Nemipteridae Nemipterus spp"
"POC12006","Nemipteridae","Nemipterus","spp",1,103.98705,"AD","Passing",3.87933,2164.92822,"Nemipteridae Nemipterus spp"
"POC12006","Ariidae","Netuma","thalassina",1,315.86008,"AD","Passing",9.67133,1600.84645,"Ariidae Netuma thalassina"
"POC12006","Lutjanidae","Pristipomoides","multidens",1,496.35582,"AD","Passing",28.10533,3319.30274,"Lutjanidae Pristipomoides multidens"
"POC12006","Lutjanidae","Pristipomoides","multidens",1,359.29998,"AD","Passing",28.10533,3637.05085,"Lutjanidae Pristipomoides multidens"
"POC12006","Carangidae","Caranx","ignobilis",1,658.83113,"AD","Passing",30.15133,2633.65584,"Carangidae Caranx ignobilis"
"POC12006","Carangidae","Carangoides","chrysophrys",1,499.95579,"AD","Passing",32.85467,2133.2136,"Carangidae Carangoides chrysophrys"
"POC12006","Carangidae","Carangoides","chrysophrys",1,444.87848,"AD","Passing",32.88267,1845.94164,"Carangidae Carangoides chrysophrys"
"POC12006","Carangidae","Carangoides","chrysophrys",1,502.07413,"AD","Passing",32.894,1276.31769,"Carangidae Carangoides chrysophrys"
"POC12006","Carangidae","Carangoides","chrysophrys",1,487.26773,"AD","Passing",32.91067,1976.32866,"Carangidae Carangoides chrysophrys"
"POC12006","Carangidae","Carangoides","chrysophrys",1,430.73706,"AD","Passing",32.916,3396.12484,"Carangidae Carangoides chrysophrys"
"POC12006","Carangidae","Carangoides","chrysophrys",1,478.32515,"AD","Passing",32.92,1479.46826,"Carangidae Carangoides chrysophrys"
"POC12006","Tetraodontidae","Lagocephalus","lunaris",1,365.79618,"AD","Passing",56.788,1795.59394,"Tetraodontidae Lagocephalus lunaris"
"POC12006","Tetraodontidae","Lagocephalus","lunaris",1,400.78819,"AD","Passing",56.788,2177.58234,"Tetraodontidae Lagocephalus lunaris"
"POC12006","Tetraodontidae","Lagocephalus","lunaris",1,358.2671,"AD","Passing",56.788,1453.43409,"Tetraodontidae Lagocephalus lunaris"
"POC39004","Lutjanidae","Pristipomoides","multidens",1,258.23701,"AD","Passing",1.28333,1909.21259,"Lutjanidae Pristipomoides multidens"
"POC39004","Nemipteridae","Nemipterus","spp",1,195.79291,"AD","Passing",4.91933,2812.67823,"Nemipteridae Nemipterus spp"
"POC39004","Nemipteridae","Nemipterus","spp",1,237.01272,"AD","Passing",4.92333,1643.79283,"Nemipteridae Nemipterus spp"
"POC39004","Nemipteridae","Nemipterus","spp",1,195.99544,"AD","Passing",4.92333,1744.44154,"Nemipteridae Nemipterus spp"
"POC39004","Tetraodontidae","Lagocephalus","lunaris",1,383.5551,"AD","Feeding",26.39,1549.32749,"Tetraodontidae Lagocephalus lunaris"
"POC39004","Lutjanidae","Pristipomoides","multidens",1,336.87557,"AD","Passing",29.508,1974.36327,"Lutjanidae Pristipomoides multidens"
"POC39004","Lutjanidae","Pristipomoides","multidens",1,383.62829,"AD","Passing",29.54133,2241.23442,"Lutjanidae Pristipomoides multidens"
"POC39004","Carcharhinidae","Carcharhinus","sorrah",1,1096.68077,"AD","Feeding",54.59467,1793.60633,"Carcharhinidae Carcharhinus sorrah"
"POC38001","Nemipteridae","Nemipterus","spp",1,247.29662,"AD","Passing",2.98133,1530.02739,"Nemipteridae Nemipterus spp"
"POC38001","Carangidae","Caranx","ignobilis",1,663.33025,"AD","Passing",5,2967.84987,"Carangidae Caranx ignobilis"
"POC38001","Nemipteridae","Nemipterus","spp",1,177.96751,"AD","Passing",11.402,1328.26744,"Nemipteridae Nemipterus spp"
"POC38001","Carcharhinidae","Carcharhinus","plumbeus",1,1437.88958,"AD","Passing",43.67467,3013.49091,"Carcharhinidae Carcharhinus plumbeus"
"POC38001","Ariidae","Netuma","thalassina",1,383.82028,"AD","Passing",53.34467,2199.80448,"Ariidae Netuma thalassina"
"POC25005","Carangidae","Carangoides","caeruleopinnatus",1,169.34212,"AD","Passing",2.28533,1833.6964,"Carangidae Carangoides caeruleopinnatus"
"POC25005","Synodontidae","Saurida","undosquamis",1,310.05395,"AD","Passing",4.864,1454.93902,"Synodontidae Saurida undosquamis"
"POC25005","Ariidae","Netuma","thalassina",1,379.76018,"AD","Passing",9.22867,1603.64657,"Ariidae Netuma thalassina"
"POC25005","Carcharhinidae","Loxodon","macrorhinus",1,556.61744,"AD","Passing",22.60467,1332.18607,"Carcharhinidae Loxodon macrorhinus"
"POC25005","Carangidae","Carangoides","spp",1,56.30189,"AD","Passing",33.91133,1005.0364,"Carangidae Carangoides spp"
"POC25005","Tetraodontidae","Lagocephalus","lunaris",1,332.49184,"AD","Passing",36.89333,2535.75478,"Tetraodontidae Lagocephalus lunaris"
"POC25005","Tetraodontidae","Lagocephalus","lunaris",1,283.17811,"AD","Passing",36.89333,1693.61636,"Tetraodontidae Lagocephalus lunaris"
"POC25005","Tetraodontidae","Lagocephalus","lunaris",1,315.63654,"AD","Passing",36.89533,1127.26732,"Tetraodontidae Lagocephalus lunaris"
"POC25005","Echeneidae","Echeneis","naucrates",1,218.519,"AD","Passing",46.84333,1886.84044,"Echeneidae Echeneis naucrates"
"POC37002","Nemipteridae","Nemipterus","spp",1,132.65645,"AD","Passing",6.55067,1443.00546,"Nemipteridae Nemipterus spp"
"POC37002","Nemipteridae","Nemipterus","spp",1,157.14673,"AD","Passing",6.64467,1543.33085,"Nemipteridae Nemipterus spp"
"POC37002","Tetraodontidae","Lagocephalus","lunaris",1,352.79261,"AD","Passing",26.20733,2730.78756,"Tetraodontidae Lagocephalus lunaris"
"POC37002","Synodontidae","Saurida","undosquamis",1,483.8158,"AD","Passing",26.20867,2567.98136,"Synodontidae Saurida undosquamis"
"POC37002","Carangidae","Seriola","dumerili",1,356.94998,"AD","Passing",31.71733,2163.84306,"Carangidae Seriola dumerili"
"POC13003","Synodontidae","Saurida","undosquamis",1,324.33044,"AD","Passing",5.69667,2098.40876,"Synodontidae Saurida undosquamis"
"POC13003","Carangidae","Carangoides","chrysophrys",1,198.35954,"AD","Passing",14.85867,1995.79261,"Carangidae Carangoides chrysophrys"
"POC13003","Carangidae","Carangoides","chrysophrys",1,209.92878,"AD","Passing",14.85867,3096.70063,"Carangidae Carangoides chrysophrys"
"POC13003","Carangidae","Carangoides","chrysophrys",1,208.25479,"AD","Passing",14.874,2127.26049,"Carangidae Carangoides chrysophrys"
"POC13003","Carangidae","Carangoides","chrysophrys",1,334.92707,"AD","Passing",14.874,2489.65593,"Carangidae Carangoides chrysophrys"
"POC13003","Carangidae","Carangoides","chrysophrys",1,216.49656,"AD","Passing",14.902,1718.87573,"Carangidae Carangoides chrysophrys"
"POC13003","Ariidae","Netuma","thalassina",1,323.25736,"AD","Passing",26.47067,937.0108,"Ariidae Netuma thalassina"
"POC13003","Terapontidae","Terapon","jarbua",1,253.18645,"AD","Passing",34.34867,1448.74411,"Terapontidae Terapon jarbua"
"POC13003","Carangidae","Caranx","ignobilis",1,662.3614,"AD","Passing",44.71867,3661.87759,"Carangidae Caranx ignobilis"
"POC13003","Tetraodontidae","Lagocephalus","lunaris",1,372.04414,"AD","Passing",48.77867,2660.0077,"Tetraodontidae Lagocephalus lunaris"
"POC12005","Carcharhinidae","Carcharhinus","albimarginatus",1,1488.76547,"AD","Passing",0.01133,2051.82389,"Carcharhinidae Carcharhinus albimarginatus"
