"sample","scientific","maxn","family","genus","species"
"POC13009","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC13010","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC24006","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC24007","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC24008","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC24009","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC24010","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC25001","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC25002","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC25004","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC25005","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC26001","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC26002","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC26003","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC26004","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC26005","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC37001","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC37002","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC37003","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC37004","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC37005","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC38001","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC38002","Sphyraenidae Sphyraena forsteri",1,"Sphyraenidae","Sphyraena","forsteri"
"POC38004","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC38005","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC39001","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC39002","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC39003","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC39004","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC39005","Sphyraenidae Sphyraena forsteri",0,"Sphyraenidae","Sphyraena","forsteri"
"POC11001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11003","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11009","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11011","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11012","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11013","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11014","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11015","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12001","Sphyraenidae Sphyraena qenie",1,"Sphyraenidae","Sphyraena","qenie"
"POC12002","Sphyraenidae Sphyraena qenie",1,"Sphyraenidae","Sphyraena","qenie"
"POC12003","Sphyraenidae Sphyraena qenie",1,"Sphyraenidae","Sphyraena","qenie"
"POC12004","Sphyraenidae Sphyraena qenie",5,"Sphyraenidae","Sphyraena","qenie"
"POC12005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12006","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12007","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12008","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12009","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC12010","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13003","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13007","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13008","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13009","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC13010","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC24006","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC24007","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC24008","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC24009","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC24010","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC25001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC25002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC25004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC25005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC26001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC26002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC26003","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC26004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC26005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC37001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC37002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC37003","Sphyraenidae Sphyraena qenie",1,"Sphyraenidae","Sphyraena","qenie"
"POC37004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC37005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC38001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC38002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC38004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC38005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC39001","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC39002","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC39003","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC39004","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC39005","Sphyraenidae Sphyraena qenie",0,"Sphyraenidae","Sphyraena","qenie"
"POC11001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11009","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11011","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11012","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11013","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11014","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11015","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12006","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12007","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12008","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12009","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC12010","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13007","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13008","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13009","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC13010","Sphyrnidae Sphyrna lewini",1,"Sphyrnidae","Sphyrna","lewini"
"POC24006","Sphyrnidae Sphyrna lewini",1,"Sphyrnidae","Sphyrna","lewini"
"POC24007","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC24008","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC24009","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC24010","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC25001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC25002","Sphyrnidae Sphyrna lewini",1,"Sphyrnidae","Sphyrna","lewini"
"POC25004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC25005","Sphyrnidae Sphyrna lewini",1,"Sphyrnidae","Sphyrna","lewini"
"POC26001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC26002","Sphyrnidae Sphyrna lewini",1,"Sphyrnidae","Sphyrna","lewini"
"POC26003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC26004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC26005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC37001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC37002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC37003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC37004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC37005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC38001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC38002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC38004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC38005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC39001","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC39002","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC39003","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC39004","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC39005","Sphyrnidae Sphyrna lewini",0,"Sphyrnidae","Sphyrna","lewini"
"POC11001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11009","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11011","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11012","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11013","Sphyrnidae Sphyrna mokarran",1,"Sphyrnidae","Sphyrna","mokarran"
"POC11014","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11015","Sphyrnidae Sphyrna mokarran",1,"Sphyrnidae","Sphyrna","mokarran"
"POC12001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12006","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12007","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12008","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12009","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC12010","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13007","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13008","Sphyrnidae Sphyrna mokarran",1,"Sphyrnidae","Sphyrna","mokarran"
"POC13009","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC13010","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC24006","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC24007","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC24008","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC24009","Sphyrnidae Sphyrna mokarran",1,"Sphyrnidae","Sphyrna","mokarran"
"POC24010","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC25001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC25002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC25004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC25005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC26001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC26002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC26003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC26004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC26005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC37001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC37002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC37003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC37004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC37005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC38001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC38002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC38004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC38005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC39001","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC39002","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC39003","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC39004","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC39005","Sphyrnidae Sphyrna mokarran",0,"Sphyrnidae","Sphyrna","mokarran"
"POC11001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11009","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11011","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11012","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11013","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11014","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11015","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12006","Synodontidae Saurida longimanus",1,"Synodontidae","Saurida","longimanus"
"POC12007","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12008","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12009","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC12010","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13007","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13008","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13009","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC13010","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC24006","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC24007","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC24008","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC24009","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC24010","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC25001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC25002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC25004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC25005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC26001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC26002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC26003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC26004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC26005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC37001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC37002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC37003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC37004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC37005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC38001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC38002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC38004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC38005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC39001","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC39002","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC39003","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC39004","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC39005","Synodontidae Saurida longimanus",0,"Synodontidae","Saurida","longimanus"
"POC11001","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11002","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11003","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11004","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11005","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11009","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11011","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC11012","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC11013","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11014","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC11015","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12001","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12002","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12003","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12004","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12005","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12006","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12007","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12008","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC12009","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC12010","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC13001","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC13002","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC13003","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC13004","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC13005","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC13007","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC13008","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC13009","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC13010","Synodontidae Saurida undosquamis",0,"Synodontidae","Saurida","undosquamis"
"POC24006","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC24007","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC24008","Synodontidae Saurida undosquamis",3,"Synodontidae","Saurida","undosquamis"
"POC24009","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
"POC24010","Synodontidae Saurida undosquamis",1,"Synodontidae","Saurida","undosquamis"
