"sample","family","genus","species","length","number","range","activity"
"POC26005","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC26005","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC26005","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC26005","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC26005","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC26005","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC26005","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC26005","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC26005","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC26005","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC26005","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC26005","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC26005","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC26005","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC26005","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC26005","Tetraodontidae","Lagocephalus","lunaris",360.70358,1,1276.39175,"Passing"
"POC26005","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC26005","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC37001","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC37001","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC37001","Bothidae","Unknown","spp",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC37001","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC37001","Carangidae","Caranx","ignobilis",675.87634,1,2046.09886,"Passing"
"POC37001","Carangidae","Caranx","tille",NA,0,NA,NA
"POC37001","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC37001","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC37001","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC37001","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC37001","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC37001","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC37001","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC37001","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC37001","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC37001","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC37001","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC37001","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC37001","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC37001","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC37001","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC37001","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC37001","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC37001","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC37001","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC37001","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC37001","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC37001","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC37001","Nemipteridae","Nemipterus","spp",200.21376,1,1840.15788,"Passing"
"POC37001","Nemipteridae","Nemipterus","spp",130.22239,1,1355.87802,"Passing"
"POC37001","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC37001","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC37001","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC37001","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC37001","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC37001","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC37001","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC37001","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC37001","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC37001","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC37001","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC37001","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC37001","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC37001","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC37001","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC37001","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC37001","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC37001","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC37001","Tetraodontidae","Lagocephalus","lunaris",303.73951,1,1325.57897,"Passing"
"POC37001","Tetraodontidae","Lagocephalus","lunaris",350.08965,1,1382.92056,"Passing"
"POC37001","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC37001","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC37002","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC37002","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC37002","Bothidae","Unknown","spp",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC37002","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC37002","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC37002","Carangidae","Caranx","tille",NA,0,NA,NA
"POC37002","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC37002","Carangidae","Seriola","dumerili",356.94998,1,2163.84306,"Passing"
"POC37002","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC37002","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC37002","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC37002","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC37002","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC37002","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC37002","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC37002","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC37002","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC37002","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC37002","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC37002","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC37002","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC37002","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC37002","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC37002","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC37002","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC37002","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC37002","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC37002","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC37002","Nemipteridae","Nemipterus","spp",NA,1,1278.96013,"Passing"
"POC37002","Nemipteridae","Nemipterus","spp",NA,1,1346.25019,"Passing"
"POC37002","Nemipteridae","Nemipterus","spp",NA,1,1526.51242,"Passing"
"POC37002","Nemipteridae","Nemipterus","spp",132.65645,1,1443.00546,"Passing"
"POC37002","Nemipteridae","Nemipterus","spp",157.14673,1,1543.33085,"Passing"
"POC37002","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC37002","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC37002","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC37002","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC37002","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC37002","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC37002","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC37002","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC37002","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC37002","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC37002","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC37002","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC37002","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC37002","Synodontidae","Saurida","undosquamis",483.8158,1,2567.98136,"Passing"
"POC37002","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC37002","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC37002","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC37002","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC37002","Tetraodontidae","Lagocephalus","lunaris",352.79261,1,2730.78756,"Passing"
"POC37002","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC37002","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC37003","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC37003","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC37003","Bothidae","Unknown","spp",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC37003","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC37003","Carangidae","Caranx","ignobilis",613.98979,1,3098.43324,"Passing"
"POC37003","Carangidae","Caranx","tille",NA,0,NA,NA
"POC37003","Carangidae","Decapterus","spp",290.45877,1,1674.00933,"Passing"
"POC37003","Carangidae","Decapterus","spp",279.58229,1,2027.05397,"Passing"
"POC37003","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC37003","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC37003","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC37003","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC37003","Carcharhinidae","Carcharhinus","plumbeus",1073.38601,1,2055.92706,"Feeding"
"POC37003","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC37003","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC37003","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC37003","Carcharhinidae","Loxodon","macrorhinus",629.08602,1,2090.33982,"Passing"
"POC37003","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC37003","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC37003","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC37003","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC37003","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC37003","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC37003","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC37003","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC37003","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC37003","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC37003","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC37003","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC37003","Nemipteridae","Nemipterus","spp",NA,1,1246.58719,"Passing"
"POC37003","Nemipteridae","Nemipterus","spp",NA,1,1274.28546,"Passing"
"POC37003","Nemipteridae","Nemipterus","spp",NA,1,1291.83295,"Passing"
"POC37003","Nemipteridae","Nemipterus","spp",NA,1,1283.93257,"Passing"
"POC37003","Nemipteridae","Nemipterus","spp",137.73476,1,1805.54418,"Passing"
"POC37003","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC37003","Priacanthidae","Priacanthus","hamrur",311.49164,1,1540.80225,"Passing"
"POC37003","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC37003","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC37003","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC37003","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC37003","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC37003","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC37003","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC37003","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC37003","Sphyraenidae","Sphyraena","qenie",NA,1,2113.86418,"Passing"
"POC37003","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC37003","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC37003","Synodontidae","Saurida","undosquamis",NA,1,1092.12006,"Feeding"
"POC37003","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC37003","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC37003","Terapontidae","Terapon","jarbua",252.67048,1,1825.61758,"Passing"
"POC37003","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC37003","Tetraodontidae","Lagocephalus","lunaris",324.15365,1,1278.19401,"Feeding"
"POC37003","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC37003","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC37004","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC37004","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC37004","Bothidae","Unknown","spp",NA,0,NA,NA
"POC37004","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC37004","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC37004","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC37004","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC37004","Carangidae","Carangoides","sp10",88.26775,1,1411.35093,"Passing"
"POC37004","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC37004","Carangidae","Caranx","ignobilis",620.74549,1,2396.77548,"Passing"
"POC37004","Carangidae","Caranx","tille",NA,0,NA,NA
"POC37004","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC37004","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC37004","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC37004","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC37004","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC37004","Carcharhinidae","Carcharhinus","plumbeus",961.35967,1,1843.32548,"Passing"
"POC37004","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC37004","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC37004","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC37004","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC37004","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC37004","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC37004","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC37004","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC37004","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC37004","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC37004","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC37004","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC37004","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC37004","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC37004","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC37004","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC37004","Nemipteridae","Nemipterus","spp",NA,1,1780.65439,"Passing"
"POC37004","Nemipteridae","Nemipterus","spp",249.62582,1,1494.21208,"Passing"
"POC37004","Nemipteridae","Nemipterus","spp",258.48988,1,1671.38328,"Passing"
"POC37004","Nemipteridae","Nemipterus","spp",241.85672,1,1729.20454,"Passing"
"POC37004","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC37004","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC37004","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC37004","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC37004","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC37004","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC37004","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC37004","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC37004","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC37004","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC37004","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC37004","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC37004","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC37004","Synodontidae","Saurida","undosquamis",431.66211,1,2081.66036,"Passing"
"POC37004","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC37004","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC37004","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC37004","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC37004","Tetraodontidae","Lagocephalus","lunaris",409.65926,1,2063.18533,"Passing"
"POC37004","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC37004","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC37005","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC37005","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC37005","Bothidae","Unknown","spp",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC37005","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC37005","Carangidae","Caranx","ignobilis",525.91297,1,2933.32694,"Passing"
"POC37005","Carangidae","Caranx","tille",NA,0,NA,NA
"POC37005","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC37005","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC37005","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC37005","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC37005","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC37005","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC37005","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC37005","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC37005","Carcharhinidae","Galeocerdo","cuvier",NA,1,659.28453,"Passing"
"POC37005","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC37005","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC37005","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC37005","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC37005","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC37005","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC37005","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC37005","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC37005","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC37005","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC37005","Lutjanidae","Pristipomoides","multidens",NA,1,2323.27543,"Passing"
"POC37005","Lutjanidae","Pristipomoides","multidens",NA,1,1779.05485,"Passing"
"POC37005","Lutjanidae","Pristipomoides","multidens",200.07087,1,2391.4641,"Passing"
"POC37005","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC37005","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,1854.90731,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,1982.26539,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,1598.86119,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,1902.69219,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,2465.60802,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",NA,1,2142.48818,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",135.42503,1,1690.84325,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",161.40932,1,1554.29106,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",178.28724,1,2068.52504,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",214.61597,1,2161.36611,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",157.13172,1,1508.85371,"Passing"
"POC37005","Nemipteridae","Nemipterus","spp",184.52586,1,1517.09747,"Passing"
"POC37005","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC37005","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC37005","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC37005","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC37005","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC37005","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC37005","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC37005","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC37005","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC37005","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC37005","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC37005","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC37005","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC37005","Synodontidae","Saurida","undosquamis",346.30694,1,1681.94474,"Passing"
"POC37005","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC37005","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC37005","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC37005","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC37005","Tetraodontidae","Lagocephalus","lunaris",336.8433,1,1635.65818,"Passing"
"POC37005","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC37005","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC38001","Ariidae","Netuma","thalassina",383.82028,1,2199.80448,"Passing"
"POC38001","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC38001","Bothidae","Unknown","spp",NA,0,NA,NA
"POC38001","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC38001","Carangidae","Carangoides","chrysophrys",NA,1,899.62299,"Passing"
"POC38001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC38001","Carangidae","Carangoides","sp1",NA,1,1282.36035,"Passing"
"POC38001","Carangidae","Carangoides","sp10",NA,1,1254.64042,"Passing"
"POC38001","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC38001","Carangidae","Caranx","ignobilis",663.33025,1,2967.84987,"Passing"
"POC38001","Carangidae","Caranx","tille",NA,0,NA,NA
"POC38001","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC38001","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC38001","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC38001","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC38001","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC38001","Carcharhinidae","Carcharhinus","plumbeus",1437.88958,1,3013.49091,"Passing"
"POC38001","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC38001","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC38001","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC38001","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC38001","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC38001","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC38001","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC38001","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC38001","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC38001","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC38001","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC38001","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC38001","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC38001","Nemipteridae","Nemipterus","spp",247.29662,1,1530.02739,"Passing"
"POC38001","Nemipteridae","Nemipterus","spp",177.96751,1,1328.26744,"Passing"
"POC38001","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC38001","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC38001","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC38001","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC38001","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC38001","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC38001","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC38001","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC38001","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC38001","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC38001","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC38001","Synodontidae","Saurida","undosquamis",NA,0,NA,NA
"POC38001","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC38001","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC38001","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC38001","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC38001","Tetraodontidae","Lagocephalus","lunaris",NA,0,NA,NA
"POC38001","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC38001","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
