"sample","family","genus","species","length","number","range","activity","date","time","depth","location","site","status","latitude","longitude","observer","successful.count","successful.length","mean.relief","sd.relief","fov.Limited","fov.Open","broad..Octocoral.Black","broad..Unconsolidated","detailed..Octocoral.Black..Branching..3D...Type.1","detailed..Octocoral.Black..Branching..3D...Type.2","detailed..Octocoral.Black..Fan..2D.","detailed..Octocoral.Black..Whip","detailed..Unconsolidated..Sand...mud..coarse.sand.","detailed..Unconsolidated..Sand...mud..fine.sand.","bedform..2D.Ripples...10cm.height.","bedform..3D.Ripples...10cm.height.","bedform..Bioturbated.","bedform..None."
"POC37005","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Serranidae","Epinephelus","areolatus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Sparidae","Argyrops","spinifer",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Synodontidae","Saurida","undosquamis",346.30694,1,1681.94474,"Passing",20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Synodontidae","Synodus","indicus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Terapontidae","Terapon","jarbua",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Tetraodontidae","Lagocephalus","lunaris",336.8433,1,1635.65818,"Passing",20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC37005","Triakidae","Hemitriakis","falcata",NA,0,NA,NA,20181026,"12:21",123,3,7,"Fished",-18.5645538,119.2458933,"Michael Brooker","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Ariidae","Netuma","thalassina",383.82028,1,2199.80448,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Balistidae","Abalistes","stellatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Bothidae","Unknown","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","chrysophrys",NA,1,899.62299,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","sp1",NA,1,1282.36035,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","sp10",NA,1,1254.64042,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Carangoides","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Caranx","ignobilis",663.33025,1,2967.84987,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Caranx","tille",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Decapterus","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Seriola","dumerili",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carangidae","Seriola","hippos",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Carcharhinus","plumbeus",1437.88958,1,3013.49091,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Echeneidae","Echeneis","naucrates",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Labridae","Bodianus","solatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Mullidae","Upeneus","moluccensis",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Nemipteridae","Nemipterus","spp",247.29662,1,1530.02739,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Nemipteridae","Nemipterus","spp",177.96751,1,1328.26744,"Passing",20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Platycephalidae","Unknown","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Scombridae","Scomberomorus","spp",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Serranidae","Epinephelus","areolatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Sparidae","Argyrops","spinifer",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Synodontidae","Saurida","undosquamis",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Synodontidae","Synodus","indicus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Terapontidae","Terapon","jarbua",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Tetraodontidae","Lagocephalus","lunaris",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38001","Triakidae","Hemitriakis","falcata",NA,0,NA,NA,20181027,"5:50",118,3,8,"Fished",-18.49844037,119.3364372,"Brooke Gibbons","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Ariidae","Netuma","thalassina",439.82586,1,1409.34453,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Ariidae","Netuma","thalassina",453.09264,1,1861.59711,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Balistidae","Abalistes","stellatus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Bothidae","Unknown","spp",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","chrysophrys",294.8013,1,3920.76873,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","malabaricus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","sp1",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","sp10",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Carangoides","spp",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Caranx","ignobilis",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Caranx","tille",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Decapterus","spp",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Seriola","dumerili",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carangidae","Seriola","hippos",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Carcharhinus","coatesi",781.40978,1,1729.38566,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Carcharhinus","sorrah",1150.30841,1,1761.12106,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Echeneidae","Echeneis","naucrates",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Fistulariidae","Fistularia","commersonii",1140.02427,1,3265.14308,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Labridae","Bodianus","solatus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Pristipomoides","multidens",312.77127,1,2243.08626,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Pristipomoides","multidens",311.13897,1,1651.66246,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Mullidae","Upeneus","moluccensis",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Nemipteridae","Nemipterus","spp",240.05705,1,1699.52366,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Nemipteridae","Nemipterus","spp",210.7331,1,1550.72082,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Nemipteridae","Nemipterus","spp",245.90894,1,1835.14716,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Nemipteridae","Nemipterus","spp",170.42443,1,1407.46533,"Passing",20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Platycephalidae","Unknown","spp",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"POC38002","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA,20181027,"6:00",118,3,8,"Fished",-18.49385006,119.3367691,"Fernanda Rolim","Yes","Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
